workflow,input_id,control_type,label,semantic_role,detailed_explanation,check_before_running,common_mistake,output_connection,reviewer_note
boral,boral_save_dic,checkboxInput,Save DIC / log-likelihood measures,general workflow setting,Save DIC / log-likelihood measures modifies boral workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_save_hpd,checkboxInput,Save HPD intervals,general workflow setting,Save HPD intervals modifies boral workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_save_mcmc_samples,checkboxInput,Save MCMC samples,MCMC / optimization / prior control,"Save MCMC samples controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
boral,boral_save_model,checkboxInput,save.model,general workflow setting,save.model modifies boral workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_seed,synced_numeric_slider,mcmc.control$seed,MCMC / optimization / prior control,"mcmc.control$seed controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
boral,boral_ssvs_g,synced_numeric_slider,prior.control$ssvs.g,MCMC / optimization / prior control,"prior.control$ssvs.g controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
boral,boral_ssvs_index,textInput,prior.control$ssvs.index,MCMC / optimization / prior control,"prior.control$ssvs.index controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
boral,boral_ssvs_traitsindex,textInput,prior.control$ssvs.traitsindex,input data / species traits,prior.control$ssvs.traitsindex supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_traits_file,fileInput,traits.csv  - species traits,input data / species traits,traits.csv  - species traits supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_traits_intercept_warning,checkboxInput,traits matrix has no intercept,input data / species traits,traits matrix has no intercept supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_trial_size,synced_numeric_slider,trial.size,input data / auxiliary file,trial.size is an auxiliary input for boral. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_trials_file,fileInput,trial.size.csv  - optional binomial trials,input data / auxiliary file,trial.size.csv  - optional binomial trials is an auxiliary input for boral. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_use_offset,checkboxInput,Use offset,input data / auxiliary file,Use offset is an auxiliary input for boral. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_use_ranef,checkboxInput,Use response-specific random intercepts,input data / response matrix,Use response-specific random intercepts defines the observed ecological response for boral. Rows should be sampling units and columns should be species/responses unless the workflow explicitly uses long or detection-array input.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_use_ssvs,checkboxInput,Use SSVS variable selection,general workflow setting,Use SSVS variable selection modifies boral workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_use_traits,checkboxInput,Use traits,input data / species traits,Use traits supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
boral,boral_which_traits,textInput,which.traits,input data / species traits,which.traits supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"boral: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_Id_sites,textInput,Id_sites,project metadata / guidance,Id_sites records the scientific context and helps recommendation logic. It guides interpretation but does not replace formal data checks or model diagnostics.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_Id_species,textInput,Id_species,project metadata / guidance,Id_species records the scientific context and helps recommendation logic. It guides interpretation but does not replace formal data checks or model diagnostics.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_V_alpha,numericInput,V_alpha,random effect / spatial / latent structure,"V_alpha controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
jSDM,jsdm_V_beta,numericInput,V_beta,response family / likelihood,"V_beta chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_V_gamma,numericInput,V_gamma,general workflow setting,V_gamma modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_V_lambda,numericInput,V_lambda,general workflow setting,V_lambda modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_V_start,numericInput,V_start,general workflow setting,V_start modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_W_start,numericInput,W_start,general workflow setting,W_start modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_X_file,fileInput,XData.csv  - jSDM site_data,input data / environmental predictors,"XData.csv  - jSDM site_data supplies site-level covariates. Rows must align with the response data, numeric-looking columns should be numeric, and intended categorical predictors should be handled as factors.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_Y_file,fileInput,Y.csv  - jSDM response matrix,input data / response matrix,Y.csv  - jSDM response matrix defines the observed ecological response for jSDM. Rows should be sampling units and columns should be species/responses unless the workflow explicitly uses long or detection-array input.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_allow_traits,checkboxInput,Allow trait_data / trait_formula,input data / species traits,Allow trait_data / trait_formula supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_alpha_start,numericInput,alpha_start,random effect / spatial / latent structure,"alpha_start controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
jSDM,jsdm_beta_start,numericInput,beta_start,response family / likelihood,"beta_start chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_burnin,synced_numeric_slider,burnin,MCMC / optimization / prior control,"burnin controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
jSDM,jsdm_check,actionButton,Check jSDM data,workflow action / reproducibility output,"Check jSDM data triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_coda_summary,checkboxInput,coda summaries,general workflow setting,coda summaries modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_constrained_latent,checkboxInput,Use constrained probit latent model,response family / likelihood,"Use constrained probit latent model chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_constrained_nchains,synced_numeric_slider,constrained preliminary chains,MCMC / optimization / prior control,"constrained preliminary chains controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
jSDM,jsdm_cor_prob,synced_numeric_slider,correlation HPD probability,general workflow setting,correlation HPD probability modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_cor_type,selectInput,correlation estimate type,general workflow setting,correlation estimate type modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_diag_V,checkboxInput,Trace/density residual V,general workflow setting,Trace/density residual V modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_diag_Valpha,checkboxInput,Trace/density V_alpha,random effect / spatial / latent structure,"Trace/density V_alpha controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
jSDM,jsdm_diag_W,checkboxInput,Trace/density W,general workflow setting,Trace/density W modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_diag_alpha,checkboxInput,Trace/density alpha,random effect / spatial / latent structure,"Trace/density alpha controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
jSDM,jsdm_diag_beta,checkboxInput,Trace/density beta,response family / likelihood,"Trace/density beta chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_diag_deviance,checkboxInput,Trace/density deviance,general workflow setting,Trace/density deviance modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_diag_lambda,checkboxInput,Trace/density lambda,general workflow setting,Trace/density lambda modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_do_predict,checkboxInput,Run predict.jSDM,workflow action / reproducibility output,"Run predict.jSDM triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_download,downloadButton,Download jSDM ZIP,workflow action / reproducibility output,"Download jSDM ZIP triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_gamma_start,numericInput,gamma_start,general workflow setting,gamma_start modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_include_intercept,checkboxInput,Include intercept in site_formula,model formula / covariate design,Include intercept in site_formula controls which predictors enter the model. Every variable named in the formula must exist in the corresponding data table after cleaning and factor conversion.,"Check that every formula variable exists, has variation and is encoded as intended after categorical conversion.","Common mistake: using ~ . without noticing unsuitable ID, coordinate or leakage columns.","Recorded in used_config.yml and affects effects_long.csv, effects_species_environment.csv and model-specific coefficient tables.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_lambda_start,numericInput,lambda_start,general workflow setting,lambda_start modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_long_file,fileInput,long_format.csv  - optional long-format data,input data / auxiliary file,long_format.csv  - optional long-format data is an auxiliary input for jSDM. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_long_response_col,textInput,long format response column,general workflow setting,long format response column modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_long_site_col,textInput,long format site column,general workflow setting,long format site column modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_long_species_col,textInput,long format species column,project metadata / guidance,long format species column records the scientific context and helps recommendation logic. It guides interpretation but does not replace formal data checks or model diagnostics.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_mcmc,synced_numeric_slider,mcmc,MCMC / optimization / prior control,"mcmc controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
jSDM,jsdm_model_type,selectInput,model_type,general workflow setting,model_type modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_mu_beta,numericInput,mu_beta,response family / likelihood,"mu_beta chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_mu_gamma,numericInput,mu_gamma,general workflow setting,mu_gamma modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_mu_lambda,numericInput,mu_lambda,general workflow setting,mu_lambda modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_n_latent,synced_numeric_slider,n_latent,random effect / spatial / latent structure,"n_latent controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
jSDM,jsdm_newdata_file,fileInput,newdata.csv  - optional prediction covariates,input data / environmental predictors,"newdata.csv  - optional prediction covariates supplies site-level covariates. Rows must align with the response data, numeric-looking columns should be numeric, and intended categorical predictors should be handled as factors.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_out_config,checkboxInput,Save jSDM used_config.yml,general workflow setting,Save jSDM used_config.yml modifies jSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"jSDM: record the setting when it affects fitting, output or interpretation."
jSDM,jsdm_out_copy_inputs,checkboxInput,Copy jSDM input files to output folder,input data / auxiliary file,Copy jSDM input files to output folder is an auxiliary input for jSDM. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"jSDM: record the setting when it affects fitting, output or interpretation."
